date,department,day_index,occupancy,er_wait_min,satisfaction,cost_per_discharge,staff_ratio,admissions,readmission_rate,licensed_beds
2026-06-26,Orthopedics,39,0.622,17.1,4.37,3509.94,3.21,2,0.0628,26
2026-06-27,Orthopedics,40,0.6089,18.6,4.41,3594.47,3.29,2,0.0696,26
2026-06-28,Orthopedics,41,0.6058,18.1,4.41,3579.22,3.28,2,0.0683,26
2026-06-29,Orthopedics,42,0.6266,17.9,4.38,3533.14,3.23,2,0.0647,26
2026-06-30,Orthopedics,43,0.6334,18.9,4.39,3566.88,3.27,2,0.0674,26
2026-07-01,Orthopedics,44,0.6333,18.9,4.39,3566.6,3.27,2,0.0673,26
2026-07-02,Orthopedics,45,0.6314,18.6,4.39,3556.87,3.26,2,0.0665,26
2026-07-03,Orthopedics,46,0.634,19.0,4.39,3569.87,3.27,2,0.0676,26
2026-07-04,Orthopedics,47,0.6193,20.3,4.43,3646.44,3.35,3,0.0737,26
2026-07-05,Orthopedics,48,0.5998,17.2,4.4,3549.22,3.25,2,0.0659,26
2026-07-06,Orthopedics,49,0.6624,23.6,4.43,3712.21,3.41,4,0.079,26
2026-07-07,Orthopedics,50,0.6608,23.3,4.43,3704.09,3.4,4,0.0783,26
2026-07-08,Orthopedics,51,0.639,19.8,4.4,3595.23,3.3,2,0.0696,26
2026-07-09,Orthopedics,52,0.6314,18.6,4.39,3557.09,3.26,2,0.0666,26
2026-07-10,Orthopedics,53,0.6418,20.3,4.4,3608.86,3.31,2,0.0707,26
2026-07-11,Orthopedics,54,0.6274,21.6,4.44,3687.14,3.39,3,0.077,26
2026-07-12,Orthopedics,55,0.6176,20.0,4.42,3638.15,3.34,3,0.0731,26
2026-07-13,Orthopedics,56,0.6552,22.4,4.42,3676.1,3.38,3,0.0761,26
2026-07-14,Orthopedics,57,0.6416,20.3,4.4,3608.18,3.31,2,0.0707,26
2026-07-15,Orthopedics,58,0.6466,21.1,4.41,3633.23,3.33,3,0.0727,26
2026-07-16,Orthopedics,59,0.6294,18.3,4.39,3547.04,3.25,2,0.0658,26
2026-07-17,Orthopedics,60,0.6517,21.9,4.42,3658.72,3.36,3,0.0747,26
2026-07-18,Orthopedics,61,0.5951,16.4,4.39,3525.6,3.23,2,0.064,26
2026-07-19,Orthopedics,62,0.6197,20.4,4.43,3648.7,3.35,3,0.0739,26
2026-07-20,Orthopedics,63,0.658,22.9,4.43,3690.18,3.39,3,0.0772,26
2026-07-21,Orthopedics,64,0.6216,17.1,4.37,3508.03,3.21,2,0.0626,26
2026-07-22,Orthopedics,65,0.6457,20.9,4.41,3628.59,3.33,3,0.0723,26
2026-07-23,Orthopedics,66,0.6198,16.8,4.37,3498.77,3.2,2,0.0619,26
2026-07-24,Orthopedics,67,0.6513,21.8,4.42,3656.43,3.36,3,0.0745,26
2026-07-25,Orthopedics,68,0.5892,15.5,4.38,3496.12,3.2,2,0.0617,26
2026-07-26,Orthopedics,69,0.6318,22.3,4.44,3708.98,3.41,4,0.0787,26
2026-07-27,Orthopedics,70,0.6219,17.1,4.37,3509.35,3.21,2,0.0627,26
2026-07-28,Orthopedics,71,0.6629,23.7,4.43,3714.72,3.41,4,0.0792,26
2026-07-29,Orthopedics,72,0.655,22.4,4.42,3675.22,3.38,3,0.076,26
2026-07-30,Orthopedics,73,0.6447,20.7,4.41,3623.42,3.32,3,0.0719,26
2026-07-31,Orthopedics,74,0.6541,22.3,4.42,3670.66,3.37,3,0.0757,26
2026-08-01,Orthopedics,75,0.6248,21.2,4.43,3673.78,3.37,3,0.0759,26
2026-08-02,Orthopedics,76,0.6323,22.4,4.44,3711.51,3.41,4,0.0789,26
2026-08-03,Orthopedics,77,0.6277,18.0,4.38,3538.35,3.24,2,0.0651,26
2026-08-04,Orthopedics,78,0.6445,20.7,4.41,3622.52,3.32,3,0.0718,26
2026-08-05,Orthopedics,79,0.6198,16.8,4.37,3498.76,3.2,2,0.0619,26
2026-08-06,Orthopedics,80,0.6458,20.9,4.41,3629.04,3.33,3,0.0723,26
2026-08-07,Orthopedics,81,0.6236,17.4,4.38,3517.82,3.22,2,0.0634,26
2026-08-08,Orthopedics,82,0.6132,19.3,4.42,3616.24,3.32,2,0.0713,26
2026-08-09,Orthopedics,83,0.6136,19.4,4.42,3618.11,3.32,2,0.0714,26
2026-08-10,Orthopedics,84,0.6383,19.7,4.4,3591.5,3.29,2,0.0693,26
2026-08-11,Orthopedics,85,0.6411,20.2,4.4,3605.66,3.31,2,0.0705,26
2026-08-12,Orthopedics,86,0.6532,22.1,4.42,3665.98,3.37,3,0.0753,26
2026-08-13,Orthopedics,87,0.655,22.4,4.42,3674.81,3.37,3,0.076,26
2026-08-14,Orthopedics,88,0.6396,19.9,4.4,3598.04,3.3,2,0.0698,26
2026-08-15,Orthopedics,89,0.615,19.6,4.42,3624.9,3.32,3,0.072,26
2026-05-18,Pediatrics,0,0.6016,21.4,4.63,2907.81,3.21,3,0.0586,22
2026-05-19,Pediatrics,1,0.561,15.0,4.57,2704.93,3.0,2,0.0424,22
2026-05-20,Pediatrics,2,0.5609,14.9,4.57,2704.28,3.0,2,0.0423,22
2026-05-21,Pediatrics,3,0.5594,14.7,4.57,2696.93,3.0,2,0.0418,22
2026-05-22,Pediatrics,4,0.5879,19.3,4.61,2839.47,3.14,2,0.0532,22
2026-05-23,Pediatrics,5,0.5459,16.1,4.61,2779.65,3.08,2,0.0484,22
2026-05-24,Pediatrics,6,0.5637,19.0,4.63,2868.58,3.17,3,0.0555,22
2026-05-25,Pediatrics,7,0.5886,19.4,4.61,2842.81,3.14,2,0.0534,22
2026-05-26,Pediatrics,8,0.5717,16.7,4.59,2758.41,3.06,2,0.0467,22
2026-05-27,Pediatrics,9,0.5999,21.2,4.63,2899.59,3.2,3,0.058,22
2026-05-28,Pediatrics,10,0.5931,20.1,4.62,2865.63,3.17,3,0.0553,22
2026-05-29,Pediatrics,11,0.5685,16.2,4.58,2742.63,3.04,2,0.0454,22
2026-05-30,Pediatrics,12,0.5432,15.7,4.6,2766.05,3.07,2,0.0473,22
2026-05-31,Pediatrics,13,0.5407,15.3,4.6,2753.61,3.05,2,0.0463,22
2026-06-01,Pediatrics,14,0.5629,15.3,4.58,2714.4,3.01,2,0.0432,22
2026-06-02,Pediatrics,15,0.5624,15.2,4.58,2711.95,3.01,2,0.043,22
2026-06-03,Pediatrics,16,0.6018,21.5,4.63,2909.03,3.21,3,0.0587,22
2026-06-04,Pediatrics,17,0.5769,17.5,4.6,2784.48,3.08,2,0.0488,22
2026-06-05,Pediatrics,18,0.5742,17.1,4.59,2770.83,3.07,2,0.0477,22
2026-06-06,Pediatrics,19,0.5615,18.6,4.63,2857.42,3.16,2,0.0546,22
2026-06-07,Pediatrics,20,0.5526,17.2,4.62,2813.25,3.11,2,0.0511,22
2026-06-08,Pediatrics,21,0.6018,21.5,4.63,2909.03,3.21,3,0.0587,22
2026-06-09,Pediatrics,22,0.594,20.2,4.62,2870.08,3.17,3,0.0556,22
2026-06-10,Pediatrics,23,0.579,17.8,4.6,2794.84,3.09,2,0.0496,22
2026-06-11,Pediatrics,24,0.5738,17.0,4.59,2769.09,3.07,2,0.0475,22
2026-06-12,Pediatrics,25,0.6043,21.9,4.63,2921.66,3.22,3,0.0597,22
2026-06-13,Pediatrics,26,0.5609,18.5,4.63,2854.44,3.15,2,0.0544,22
2026-06-14,Pediatrics,27,0.5726,20.4,4.64,2912.8,3.21,3,0.059,22
2026-06-15,Pediatrics,28,0.5609,14.9,4.57,2704.62,3.0,2,0.0424,22
2026-06-16,Pediatrics,29,0.5975,20.8,4.62,2887.63,3.19,3,0.057,22
2026-06-17,Pediatrics,30,0.5869,19.1,4.61,2834.27,3.13,2,0.0527,22
2026-06-18,Pediatrics,31,0.5611,15.0,4.57,2705.48,3.01,2,0.0424,22
2026-06-19,Pediatrics,32,0.5844,18.7,4.61,2822.06,3.12,2,0.0518,22
2026-06-20,Pediatrics,33,0.5593,18.3,4.63,2846.52,3.15,2,0.0537,22
2026-06-21,Pediatrics,34,0.5256,12.9,4.58,2678.08,2.98,2,0.0402,22
2026-06-22,Pediatrics,35,0.5777,17.6,4.6,2788.58,3.09,2,0.0491,22
2026-06-23,Pediatrics,36,0.5963,20.6,4.62,2881.35,3.18,3,0.0565,22
2026-06-24,Pediatrics,37,0.5698,16.4,4.59,2748.84,3.05,2,0.0459,22
2026-06-25,Pediatrics,38,0.5779,17.7,4.6,2789.64,3.09,2,0.0492,22
2026-06-26,Pediatrics,39,0.5771,17.5,4.6,2785.58,3.09,2,0.0488,22
2026-06-27,Pediatrics,40,0.5401,15.2,4.6,2750.48,3.05,2,0.046,22
2026-06-28,Pediatrics,41,0.5709,20.1,4.64,2904.61,3.2,3,0.0584,22
2026-06-29,Pediatrics,42,0.5941,20.3,4.62,2870.32,3.17,3,0.0556,22
2026-06-30,Pediatrics,43,0.5605,14.9,4.57,2702.65,3.0,2,0.0422,22
2026-07-01,Pediatrics,44,0.6049,22.0,4.63,2924.26,3.22,3,0.0599,22
2026-07-02,Pediatrics,45,0.599,21.0,4.63,2894.8,3.19,3,0.0576,22
2026-07-03,Pediatrics,46,0.5692,16.3,4.58,2745.98,3.05,2,0.0457,22
2026-07-04,Pediatrics,47,0.5668,19.5,4.64,2884.22,3.18,3,0.0567,22
2026-07-05,Pediatrics,48,0.5303,13.7,4.58,2701.6,3.0,2,0.0421,22
2026-07-06,Pediatrics,49,0.605,22.0,4.63,2924.78,3.22,3,0.06,22
2026-07-07,Pediatrics,50,0.5883,19.3,4.61,2841.42,3.14,2,0.0533,22
2026-07-08,Pediatrics,51,0.5875,19.2,4.61,2837.53,3.14,2,0.053,22
2026-07-09,Pediatrics,52,0.5595,14.7,4.57,2697.61,3.0,2,0.0418,22
2026-07-10,Pediatrics,53,0.5999,21.2,4.63,2899.26,3.2,3,0.0579,22
2026-07-11,Pediatrics,54,0.5264,13.0,4.58,2682.25,2.98,2,0.0406,22
2026-07-12,Pediatrics,55,0.537,14.7,4.59,2735.21,3.04,2,0.0448,22
2026-07-13,Pediatrics,56,0.5622,15.1,4.58,2710.76,3.01,2,0.0429,22
2026-07-14,Pediatrics,57,0.5938,20.2,4.62,2869.19,3.17,3,0.0555,22
2026-07-15,Pediatrics,58,0.5649,15.6,4.58,2724.55,3.02,2,0.044,22
2026-07-16,Pediatrics,59,0.6005,21.3,4.63,2902.66,3.2,3,0.0582,22
2026-07-17,Pediatrics,60,0.5878,19.3,4.61,2839.07,3.14,2,0.0531,22
2026-07-18,Pediatrics,61,0.5268,13.1,4.58,2684.04,2.98,2,0.0407,22
2026-07-19,Pediatrics,62,0.5253,12.8,4.58,2676.36,2.98,2,0.0401,22
2026-07-20,Pediatrics,63,0.5576,14.4,4.57,2687.91,2.99,2,0.041,22
2026-07-21,Pediatrics,64,0.5853,18.8,4.61,2826.48,3.13,2,0.0521,22
2026-07-22,Pediatrics,65,0.5951,20.4,4.62,2875.37,3.18,3,0.056,22
2026-07-23,Pediatrics,66,0.5669,15.9,4.58,2734.64,3.03,2,0.0448,22
2026-07-24,Pediatrics,67,0.5975,20.8,4.62,2887.35,3.19,3,0.057,22
2026-07-25,Pediatrics,68,0.5279,13.3,4.58,2689.31,2.99,2,0.0411,22
2026-07-26,Pediatrics,69,0.565,19.2,4.63,2875.24,3.18,3,0.056,22
2026-07-27,Pediatrics,70,0.6014,21.4,4.63,2906.95,3.21,3,0.0586,22
2026-07-28,Pediatrics,71,0.5936,20.2,4.62,2868.03,3.17,3,0.0554,22
2026-07-29,Pediatrics,72,0.5899,19.6,4.61,2849.53,3.15,2,0.054,22
2026-07-30,Pediatrics,73,0.5969,20.7,4.62,2884.5,3.18,3,0.0568,22
2026-07-31,Pediatrics,74,0.557,14.3,4.57,2685.04,2.99,2,0.0408,22
2026-08-01,Pediatrics,75,0.5351,14.4,4.59,2725.45,3.03,2,0.044,22
2026-08-02,Pediatrics,76,0.5312,13.8,4.59,2706.23,3.01,2,0.0425,22
2026-08-03,Pediatrics,77,0.5802,18.0,4.6,2801.13,3.1,2,0.0501,22
2026-08-04,Pediatrics,78,0.5923,20.0,4.62,2861.3,3.16,3,0.0549,22
2026-08-05,Pediatrics,79,0.5865,19.0,4.61,2832.5,3.13,2,0.0526,22
2026-08-06,Pediatrics,80,0.5976,20.8,4.62,2887.78,3.19,3,0.057,22
2026-08-07,Pediatrics,81,0.5628,15.2,4.58,2713.8,3.01,2,0.0431,22
2026-08-08,Pediatrics,82,0.5617,18.7,4.63,2858.66,3.16,2,0.0547,22
2026-08-09,Pediatrics,83,0.5347,14.3,4.59,2723.26,3.02,2,0.0439,22
2026-08-10,Pediatrics,84,0.5685,16.2,4.58,2742.69,3.04,2,0.0454,22
2026-08-11,Pediatrics,85,0.5905,19.7,4.61,2852.48,3.15,2,0.0542,22
2026-08-12,Pediatrics,86,0.604,21.8,4.63,2920.05,3.22,3,0.0596,22
2026-08-13,Pediatrics,87,0.5856,18.9,4.61,2827.89,3.13,2,0.0522,22
2026-08-14,Pediatrics,88,0.5577,14.4,4.57,2688.63,2.99,2,0.0411,22
2026-08-15,Pediatrics,89,0.5558,17.7,4.62,2829.08,3.13,2,0.0523,22
2026-05-18,General Surgery,0,0.6671,18.3,3.97,3785.59,3.29,2,0.0808,32
2026-05-19,General Surgery,1,0.7092,25.1,4.03,3996.04,3.5,4,0.0977,32
2026-05-20,General Surgery,2,0.7005,23.7,4.01,3952.39,3.45,4,0.0942,32
2026-05-21,General Surgery,3,0.6737,19.4,3.98,3818.28,3.32,2,0.0835,32
2026-05-22,General Surgery,4,0.6696,18.7,3.97,3797.93,3.3,2,0.0818,32
2026-05-23,General Surgery,5,0.6442,18.3,3.99,3820.88,3.32,2,0.0837,32
2026-05-24,General Surgery,6,0.684,24.6,4.05,4020.01,3.52,5,0.0996,32
2026-05-25,General Surgery,7,0.6879,21.7,4.0,3889.64,3.39,3,0.0892,32
2026-05-26,General Surgery,8,0.7042,24.3,4.02,3971.02,3.47,4,0.0957,32
2026-05-27,General Surgery,9,0.6968,23.1,4.01,3934.1,3.43,4,0.0927,32
2026-05-28,General Surgery,10,0.6936,22.6,4.01,3918.1,3.42,3,0.0914,32
2026-05-29,General Surgery,11,0.6723,19.2,3.98,3811.28,3.31,2,0.0829,32
2026-05-30,General Surgery,12,0.6823,24.4,4.04,4011.51,3.51,4,0.0989,32
2026-05-31,General Surgery,13,0.6501,19.2,4.0,3850.34,3.35,2,0.086,32
2026-06-01,General Surgery,14,0.6939,22.6,4.01,3919.5,3.42,3,0.0916,32
2026-06-02,General Surgery,15,0.7,23.6,4.01,3949.94,3.45,4,0.094,32
2026-06-03,General Surgery,16,0.6975,23.2,4.01,3937.31,3.44,4,0.093,32
2026-06-04,General Surgery,17,0.712,25.5,4.03,4010.15,3.51,5,0.0988,32
2026-06-05,General Surgery,18,0.6724,19.2,3.98,3812.11,3.31,2,0.083,32
2026-06-06,General Surgery,19,0.6604,20.9,4.01,3902.09,3.4,3,0.0902,32
2026-06-07,General Surgery,20,0.6552,20.0,4.01,3876.01,3.38,3,0.0881,32
2026-06-08,General Surgery,21,0.6887,21.8,4.0,3893.54,3.39,3,0.0895,32
2026-06-09,General Surgery,22,0.671,19.0,3.97,3804.8,3.3,2,0.0824,32
2026-06-10,General Surgery,23,0.6717,19.1,3.97,3808.52,3.31,2,0.0827,32
2026-06-11,General Surgery,24,0.6789,20.2,3.98,3844.52,3.34,2,0.0856,32
2026-06-12,General Surgery,25,0.6802,20.4,3.99,3851.18,3.35,2,0.0861,32
2026-06-13,General Surgery,26,0.6564,20.2,4.01,3881.98,3.38,3,0.0886,32
2026-06-14,General Surgery,27,0.6655,21.7,4.02,3927.75,3.43,3,0.0922,32
2026-06-15,General Surgery,28,0.6967,23.1,4.01,3933.66,3.43,4,0.0927,32
2026-06-16,General Surgery,29,0.6856,21.3,3.99,3877.95,3.38,3,0.0882,32
2026-06-17,General Surgery,30,0.6854,21.3,3.99,3877.2,3.38,3,0.0882,32
2026-06-18,General Surgery,31,0.6759,19.7,3.98,3829.41,3.33,2,0.0844,32
2026-06-19,General Surgery,32,0.6944,22.7,4.01,3922.08,3.42,3,0.0918,32
2026-06-20,General Surgery,33,0.6509,19.3,4.0,3854.26,3.35,2,0.0863,32
2026-06-21,General Surgery,34,0.6368,17.1,3.98,3784.01,3.28,2,0.0807,32
2026-06-22,General Surgery,35,0.6859,21.3,3.99,3879.6,3.38,3,0.0884,32
2026-06-23,General Surgery,36,0.6887,21.8,4.0,3893.53,3.39,3,0.0895,32
2026-06-24,General Surgery,37,0.6763,19.8,3.98,3831.4,3.33,2,0.0845,32
2026-06-25,General Surgery,38,0.6936,22.6,4.01,3918.11,3.42,3,0.0914,32
2026-06-26,General Surgery,39,0.6933,22.5,4.0,3916.44,3.42,3,0.0913,32
2026-06-27,General Surgery,40,0.6701,22.4,4.03,3950.5,3.45,4,0.094,32
2026-06-28,General Surgery,41,0.6674,22.0,4.02,3936.99,3.44,3,0.093,32
2026-06-29,General Surgery,42,0.6976,23.2,4.01,3938.11,3.44,4,0.093,32
2026-06-30,General Surgery,43,0.6808,20.5,3.99,3854.05,3.35,2,0.0863,32
2026-07-01,General Surgery,44,0.7044,24.3,4.02,3971.86,3.47,4,0.0957,32
2026-07-02,General Surgery,45,0.6925,22.4,4.0,3912.29,3.41,3,0.091,32
2026-07-03,General Surgery,46,0.6866,21.5,4.0,3882.85,3.38,3,0.0886,32
2026-07-04,General Surgery,47,0.6663,21.8,4.02,3931.5,3.43,3,0.0925,32
2026-07-05,General Surgery,48,0.653,19.7,4.0,3865.16,3.37,3,0.0872,32
2026-07-06,General Surgery,49,0.6906,22.1,4.0,3903.18,3.4,3,0.0903,32
2026-07-07,General Surgery,50,0.7018,23.9,4.02,3959.18,3.46,4,0.0947,32
2026-07-08,General Surgery,51,0.7093,25.1,4.03,3996.6,3.5,4,0.0977,32
2026-07-09,General Surgery,52,0.7111,25.4,4.03,4005.26,3.51,4,0.0984,32
2026-07-10,General Surgery,53,0.6902,22.0,4.0,3900.91,3.4,3,0.0901,32
2026-07-11,General Surgery,54,0.661,21.0,4.01,3905.07,3.41,3,0.0904,32
2026-07-12,General Surgery,55,0.675,23.2,4.03,3974.97,3.47,4,0.096,32
2026-07-13,General Surgery,56,0.6807,20.5,3.99,3853.61,3.35,2,0.0863,32
2026-07-14,General Surgery,57,0.7069,24.7,4.02,3984.35,3.48,4,0.0967,32
2026-07-15,General Surgery,58,0.6897,22.0,4.0,3898.54,3.4,3,0.0899,32
2026-07-16,General Surgery,59,0.6708,18.9,3.97,3803.96,3.3,2,0.0823,32
2026-07-17,General Surgery,60,0.6686,18.6,3.97,3793.01,3.29,2,0.0814,32
2026-07-18,General Surgery,61,0.6771,23.5,4.04,3985.5,3.49,4,0.0968,32
2026-07-19,General Surgery,62,0.6378,17.2,3.98,3788.89,3.29,2,0.0811,32
2026-07-20,General Surgery,63,0.679,20.2,3.98,3845.15,3.35,2,0.0856,32
2026-07-21,General Surgery,64,0.6817,20.7,3.99,3858.53,3.36,3,0.0867,32
2026-07-22,General Surgery,65,0.6736,19.4,3.98,3818.25,3.32,2,0.0835,32
2026-07-23,General Surgery,66,0.6807,20.5,3.99,3853.47,3.35,2,0.0863,32
2026-07-24,General Surgery,67,0.7021,23.9,4.02,3960.67,3.46,4,0.0949,32
2026-07-25,General Surgery,68,0.6357,16.9,3.98,3778.67,3.28,2,0.0803,32
2026-07-26,General Surgery,69,0.6764,23.4,4.03,3981.79,3.48,4,0.0965,32
2026-07-27,General Surgery,70,0.7078,24.9,4.02,3989.14,3.49,4,0.0971,32
2026-07-28,General Surgery,71,0.6836,21.0,3.99,3868.07,3.37,3,0.0874,32
2026-07-29,General Surgery,72,0.6727,19.2,3.98,3813.4,3.31,2,0.0831,32
2026-07-30,General Surgery,73,0.695,22.8,4.01,3925.21,3.43,3,0.092,32
2026-07-31,General Surgery,74,0.671,19.0,3.97,3804.92,3.3,2,0.0824,32
2026-08-01,General Surgery,75,0.6532,19.7,4.0,3866.23,3.37,3,0.0873,32
2026-08-02,General Surgery,76,0.6829,24.5,4.04,4014.61,3.51,4,0.0992,32
2026-08-03,General Surgery,77,0.7148,26.0,4.03,4023.87,3.52,5,0.0999,32
2026-08-04,General Surgery,78,0.7036,24.2,4.02,3968.03,3.47,4,0.0954,32
2026-08-05,General Surgery,79,0.6805,20.5,3.99,3852.74,3.35,2,0.0862,32
2026-08-06,General Surgery,80,0.6994,23.5,4.01,3946.92,3.45,4,0.0938,32
2026-08-07,General Surgery,81,0.7003,23.6,4.01,3951.35,3.45,4,0.0941,32
2026-08-08,General Surgery,82,0.6544,19.9,4.0,3871.96,3.37,3,0.0878,32
2026-08-09,General Surgery,83,0.667,21.9,4.02,3935.22,3.44,3,0.0928,32
2026-08-10,General Surgery,84,0.6655,18.1,3.97,3777.68,3.28,2,0.0802,32
2026-08-11,General Surgery,85,0.6755,19.7,3.98,3827.26,3.33,2,0.0842,32
2026-08-12,General Surgery,86,0.6913,22.2,4.0,3906.27,3.41,3,0.0905,32
2026-08-13,General Surgery,87,0.6732,19.3,3.98,3815.94,3.32,2,0.0833,32
2026-08-14,General Surgery,88,0.6733,19.3,3.98,3816.48,3.32,2,0.0833,32
2026-08-15,General Surgery,89,0.6768,23.5,4.04,3984.08,3.48,4,0.0967,32
